"","sample_id","Acidaminococcus_intestini","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_putredinis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerosporobacter_mobilis","Anaerostipes_hadrus","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_coprocola","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_galacturonicus","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bilophila_wadsworthia","Blautia_faecis","Blautia_hydrogenotrophica","Blautia_luti","Blautia_stercoris","Blautia_wexlerae","Bulleidia_extructa","Butyricicoccus_pullicaecorum","Butyricimonas_virosa","Catenibacterium_mitsuokai","Clostridium_bartlettii","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_thermocellum","Collinsella_aerofaciens","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Desulfovibrio_piger","Dialister_invisus","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Escherichia_coli","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_ventriosum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Gemmiger_formicilis","Haemophilus_parainfluenzae","Holdemania_filiformis","Howardella_ureilytica","Intestinimonas_butyriciproducens","Lactobacillus_ruminis","Megamonas_funiformis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Methanobrevibacter_smithii","Methanosphaera_stadtmanae","Mitsuokella_jalaludinii","Mitsuokella_multacida","Odoribacter_splanchnicus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraprevotella_clara","Parasutterella_excrementihominis","Peptococcus_niger","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Prevotella_copri","Prevotella_oris","Prevotella_stercorea","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Slackia_isoflavoniconvertens","Streptococcus_anginosus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succinivibrio_dextrinosolvens","Sutterella_wadsworthensis","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_dispar"
"1","2126",0,0.000328083989501312,0,0,0.00688976377952756,0,0,0,0,0.00445256842894638,0,0,0,0,0,0,0,0,0,0,0,0.011201724784402,0,0,0,0,0,0,0,0,0,0,0,0.0112954630671166,0,0,0.00506186726659168,0,0,0,0,0.0109673790776153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506186726659168,0.00867079115110611,0.00759280089988751,0,0,0.0652418447694038,0.0072647169103862,0.0131702287214098,0,0.00159355080614923,0.0215129358830146,0.0118110236220472,0,0.00520247469066367,0,0.0196381702287214,0,0,0.204677540307462,0.0337926509186352,0,0,0.0697412823397075,0,0,0.00431196100487439,0,0,0,0.00159355080614923,0,0.0188413948256468,0,0,0,0,0,0,0,0,0,0,0,0.00149981252343457,0,0,0,0,0,0.00149981252343457,0,0.207067866516685,0,0,0.0078740157480315,0.0209036370453693,0,0,0.202802774653168,0,0,0,0,0,0,0,0,0,0,0,0.00843644544431946,0,0,0,0
"2","2127",0,0.000421718502899315,0,0,0.00685292567211386,0,0,0,0,0.003690036900369,0,0,0.0033210332103321,0,0,0,0,0,0,0,0,0.0129678439641539,0,0,0,0,0,0,0.00237216657880865,0,0,0,0,0.00748550342646284,0,0,0,0,0,0,0,0.00890880337374802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727464417501318,0,0,0,0.057248286768582,0.00716921454928835,0.0115445440168687,0,0,0.0174486030574591,0.00838165524512388,0,0.00311017395888245,0,0.0177121771217712,0,0,0.168107538218239,0.0381128096995256,0,0,0.0807063784923563,0,0,0.00616763310490248,0,0,0,0.00163415919873484,0,0.00548234053769109,0,0,0,0,0,0,0,0,0,0,0.0022140221402214,0,0,0,0,0,0,0,0,0.310964681075382,0,0,0,0,0,0,0.185925144965735,0,0,0,0,0,0.00437532946758039,0,0,0,0,0,0.0204006325777543,0,0,0,0
"3","2128",0,0,0,0,0.0171083034265769,0,0,0.0175999213411337,0,0,0,0,0.00363797256772037,0,0,0,0,0,0,0,0.00958654933385773,0.00629270930632712,0,0,0,0,0,0,0.00560444422594759,0,0,0,0,0.0102748144142373,0,0,0,0,0,0,0,0.0121921242810088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314635465316356,0.009389902168035,0.011553020992085,0.00344132540189765,0,0.0598299002015633,0,0.0131753601101224,0,0,0.0237943070645494,0.00644019468069416,0,0.00437539943955558,0,0.0193697458335382,0,0,0.154318863379382,0.0249741900594858,0.00113072120348065,0,0.0565360601740327,0,0,0.00875079887911115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850253183226,0.00486701735411238,0,0,0,0,0,0,0,0.216410205987906,0,0,0,0,0,0,0.234403421660685,0,0,0,0,0,0,0,0,0,0,0,0.0554053389705521,0,0,0.000540779706012487,0
"4","2129",0,0,0,0,0.00947289439129619,0,0,0.00740949165259801,0,0,0,0,0.00304820859125868,0,0,0,0,0,0,0,0.00520540236353405,0.011114237478897,0,0,0,0,0,0,0.00417370099418496,0,0,0,0,0.0198368036015757,0,0,0,0,0,0,0,0.0143500281373101,0,0,0,0,0,0,0,0,0,0.00679984993434628,0,0,0,0,0,0.00595573063215157,0.00909773025698743,0.0136934909022697,0.0028606265241043,0,0.0615738135434252,0.00595573063215157,0.0178671918964547,0,0,0.0357343837929094,0.00492402926280248,0,0.00478334271243669,0,0.0317951603826674,0,0,0.197242543612831,0.0245732507972238,0,0,0.0877884074282499,0.00300131307447008,0,0.0105983867942225,0,0,0,0.00384543237666479,0,0.00182892515475521,0.00234477583942975,0,0,0,0,0.00243856687300694,0,0,0,0,0.00229788032264116,0.00309510410804727,0,0,0,0,0,0,0,0.0899924967173138,0,0,0.00590883511536297,0,0,0,0.237291314950291,0,0,0,0,0,0.013318326767961,0,0,0,0,0,0.0387825923841681,0,0,0,0
"5","2130",0,0,0,0,0.00514438576034022,0,0,0,0,0.00370395774744496,0,0,0,0,0,0,0,0,0,0,0,0.0119349749639893,0,0,0,0,0.00487001851978874,0,0,0,0,0,0,0.014747239179642,0,0,0,0,0,0,0,0.0146100555593662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00685918101378695,0.014198504698539,0,0,0.0675629329858015,0,0.0172851361547431,0,0.00349818231703135,0.0161876671925372,0.0141299128884011,0,0.00363536593730709,0,0.0202345839906715,0,0,0.227656217847589,0.0308663145620413,0,0,0.0823101721654435,0,0,0.00603607929213252,0,0,0,0,0,0.00130324439261952,0,0,0,0,0,0,0,0,0,0,0,0,0.00144042801289526,0,0,0,0,0,0,0.204540777831127,0,0,0,0,0,0,0.201591329995199,0,0.0122093422045408,0,0,0,0,0,0,0,0,0,0.0134439947870224,0,0,0,0
"6","2131",0,0,0,0,0.00604229607250755,0,0,0.00530379321920107,0,0,0,0,0,0,0,0,0,0,0,0,0.00852635112453844,0.0116817724068479,0,0,0,0,0.00436388049681101,0,0,0,0,0,0,0.0137630077207116,0,0,0,0,0,0,0,0.0143001007049345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691507217186975,0.00906344410876133,0,0,0.0436388049681101,0.00610943269553541,0.0164484726418261,0,0,0.0152400134273246,0.00731789191003693,0,0.00523665659617321,0,0.0158442430345754,0,0,0.204162470627727,0.0196710305471635,0,0,0.0788183954347096,0,0,0,0,0,0,0,0,0,0.00664652567975831,0,0,0,0,0,0,0,0,0,0.00295401141322591,0.00201409869083585,0,0,0,0,0,0,0,0.183282980866062,0,0,0.00463242698892246,0,0,0,0.28445787176905,0,0,0,0,0,0,0,0,0,0,0,0.0235649546827795,0,0,0,0
"7","2133",0,0,0,0,0,0,0.00523411506938246,0.00649192566745111,0,0,0,0,0,0,0,0,0,0,0,0,0.0043820498255295,0,0,0.00263734480240201,0,0,0.00068976710216668,0,0,0,0,0,0,0,0,0.0195569260731965,0,0,0,0,0,0.0174876247666964,0,0,0,0,0,0,0,0,0,0,0,0.00182585409397062,0,0,0,0.0023938975898726,0.0137953420433336,0,0,0.483851334902215,0,0.0039763044713138,0.00511239146311775,0,0,0.0266980443073927,0,0,0.012253509697314,0,0,0,0.00227217398360789,0.022518867158971,0,0,0,0.213746652600828,0,0,0.0181368173334415,0,0.000649192566745111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271849387324515,0,0,0,0,0,0.132475858151424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109551245638237,0,0,0
"8","2134",0,0,0,0,0,0,0.00410660408984244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234663090848139,0,0,0,0,0,0.0357023131076098,0.00121521957760644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343613811599061,0.0149178679182032,0,0,0.47531847133758,0,0.00615990613476366,0.00498659068052296,0,0,0.0362051625879987,0,0,0,0,0,0,0,0.0143312101910828,0,0,0,0.21115487763996,0,0,0.0287881327522628,0,0.00100569896077774,0,0,0,0,0,0,0,0.00125712370097218,0,0,0,0,0.0122360040227958,0,0,0,0,0,0,0,0,0,0,0.118421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729131746563862,0,0,0,0,0,0
"9","2135",0,0,0,0,0,0,0.00572753952475622,0.0111710688251444,0,0,0,0,0,0,0,0,0,0,0,0,0.00487550885165199,0,0,0.00852030673104232,0,0,0.00198807157057654,0,0,0,0,0,0,0,0,0.00790495124491148,0,0,0,0,0,0.00653223516046578,0,0,0,0,0,0,0,0,0,0,0,0.00246142194452334,0,0,0,0,0.00539619426299347,0,0,0.301287513017135,0,0,0,0,0,0.01699327842469,0,0,0.00586954463694026,0,0,0,0,0.00662690523525514,0,0,0,0.151898134999527,0,0,0.0120704345356433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411814825333712,0,0,0,0,0,0.43576635425542,0,0.00539619426299347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539619426299347
"10","2136",0,0,0,0,0,0,0,0.0150234330515527,0,0,0,0,0,0,0,0,0,0.00258420568525251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143664316061495,0,0,0,0,0,0.0382374841224651,0.00341640751609654,0,0,0,0,0,0,0,0,0,0,0.0025404055888923,0,0,0,0.00306600674521484,0.0133590293898647,0,0,0.264727782401121,0,0.00411720905785993,0.00617581358678989,0,0,0.0201480443256975,0,0,0,0,0,0,0.00297840655249442,0.0159432350751172,0,0,0,0.111164644562218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47527484560466,0,0.00687661512855328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
